Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0781229M;Ecole maternelle Raymond Gilles;Ecole;Public;40 rue Champ des oiseaux;;78160 MARLY LE ROI;78160;78372;Marly-le-Roi;78;25;11;1;0;;;;0139589699;;;ce.0781229M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780372500118;80;;48.8750496579,2.08682976186;SANS OBJET;Yvelines;Versailles;Ile-de-France;633022.5;6864279.1;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.87504965794656;2.08682976186229;Numéro de rue;1980-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0781237W;Ecole maternelle Le Chapiteau;Ecole;Public;Rue des Tilleuls;;78310 MAUREPAS;78310;78383;Maurepas;78;25;11;1;0;;;;0130627468;;;ce.0781237W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780383200187;64;;48.7640557342,1.92460980488;SANS OBJET;Yvelines;Versailles;Ile-de-France;620956.9;6852088.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Elancourt;48.76405573424191;1.9246098048819462;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780856G;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781240Z;Ecole élémentaire Alexandre Turpault;Ecole;Public;01 rue Alexandre Turpault;;78390 BOIS D ARCY;78390;78073;Bois-d'Arcy;78;25;11;0;1;;;;0130584227;;;ce.0781240Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780073900104;288;;48.8017725987,2.03244982454;SANS OBJET;Yvelines;Versailles;Ile-de-France;628934.3;6856179.3;EPSG:2154;Circonscription d'inspection du 1er degré de Bois d'Arcy;48.801772598674994;2.0324498245420988;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780761D;;;25007;078G-PLAISIR-VERSAILLES
0781252M;Ecole maternelle Les Bois;Ecole;Public;Rue Traversière;;78250 MEULAN EN YVELINES;78250;78401;Meulan-en-Yvelines;78;25;11;1;0;;;;0130992221;;;ce.0781252M@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780401200060;108;;49.0108768807,1.92333055674;SANS OBJET;Yvelines;Versailles;Ile-de-France;621237.1;6879533.3;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;49.01087688068854;1.9233305567402486;Numéro de rue;1978-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780571X;;;25001;078A-LES MUREAUX
0781257T;Ecole élémentaire Robert Surcouf;Ecole;Public;633 rue Maurice Berteaux;;78955 CARRIERES SOUS POISSY;78955;78123;Carrières-sous-Poissy;78;25;11;0;1;;;;0130066533;;;ce.0781257T@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780123200042;258;;48.9385504841,2.02299000344;SANS OBJET;Yvelines;Versailles;Ile-de-France;628427.7;6871395.9;EPSG:2154;Circonscription d'inspection du 1er degré de Carrières-sous-Poissy;48.93855048407736;2.0229900034420996;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780267S;;;25003;078C-POISSY-SARTROUVILLE
0781283W;Ecole maternelle Marie Laurencin;Ecole;Public;23 rue Charles Constantin;;78360 MONTESSON;78360;78418;Montesson;78;25;11;1;0;;;;0130531617;;;ce.0781283W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780418600039;144;;48.9090394859,2.1422697686;SANS OBJET;Yvelines;Versailles;Ile-de-France;637129.7;6868012.9;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.90903948594139;2.1422697685974246;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0781285Y;Ecole maternelle Passy;Ecole;Public;83 rue Pereire;;78100 ST GERMAIN EN LAYE;78100;78551;Saint-Germain-en-Laye;78;25;11;1;0;;;;0134517256;;;ce.0781285Y@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;20008692400236;153;;48.9008330374,2.06857958441;SANS OBJET;Yvelines;Versailles;Ile-de-France;631717.8;6867161.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Germain;48.900833037357884;2.068579584405765;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781204K;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0781287A;Ecole maternelle La Fontaine;Ecole;Public;14 bis rue Saint-Honoré;;78000 VERSAILLES;78000;78646;Versailles;78;25;11;1;0;;;;0139531404;;;ce.0781287A@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780646200255;87;;48.7963496657,2.12347042365;SANS OBJET;Yvelines;Versailles;Ile-de-France;635612.7;6855498.3;EPSG:2154;Circonscription d'inspection du 1er degré de Versailles;48.796349665683195;2.1234704236451267;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780580G;;;25007;078G-PLAISIR-VERSAILLES
0781288B;Ecole élémentaire Champs Moutons;Ecole;Public;48 rue des Vignobles;;78400 CHATOU;78400;78146;Chatou;78;25;11;0;1;;;;0130531022;;;ce.0781288B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780146300167;253;;48.9041803613,2.15479007241;SANS OBJET;Yvelines;Versailles;Ile-de-France;638041.6;6867462.7;EPSG:2154;Circonscription d'inspection du 1er degré de Chatou;48.904180361293335;2.1547900724121782;Numéro de rue;1980-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780507C;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0781289C;Ecole élémentaire Les Petits Prés;Ecole;Public;13 rue Hector Berlioz;;78990 ELANCOURT;78990;78208;Elancourt;78;25;11;0;1;;;;0130626773;;;ce.0781289C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780208100083;193;;48.767472906,1.95584049891;SANS OBJET;Yvelines;Versailles;Ile-de-France;623257.3;6852437.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Elancourt;48.76747290602232;1.9558404989080194;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780856G;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781296K;Ecole maternelle Les Baronnes;Ecole;Public;Rue Vermeer;;78710 ROSNY SUR SEINE;78710;78531;Rosny-sur-Seine;78;25;11;1;0;;;;0130429673;;;ce.0781296K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780531600023;134;;49.0031253098,1.61770027299;SANS OBJET;Yvelines;Versailles;Ile-de-France;598865.9;6879019.5;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.00312530983616;1.6177002729924632;Numéro de rue;1979-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781332Z;Ecole élémentaire Reine Astrid;Ecole;Public;24 boulevard du Commerce;;78410 AUBERGENVILLE;78410;78029;Aubergenville;78;25;11;0;1;;;;0130957117;;;ce.0781332Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780029100031;293;;48.9757642611,1.84879012263;SANS OBJET;Yvelines;Versailles;Ile-de-France;615727.6;6875705.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.97576426106878;1.8487901226280878;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781336D;Ecole élémentaire;Ecole;Public;3 rue d'Aulnay;;78580 BAZEMONT;78580;78049;Bazemont;78;25;11;1;1;;;;0130909761;;;ce.0781336D@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780049900022;190;;48.9277741085,1.86542000884;SANS OBJET;Yvelines;Versailles;Ile-de-France;616868.2;6870352.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.92777410848632;1.8654200088353923;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781338F;Ecole élémentaire Joliot-Curie;Ecole;Public;02 RUE DES CHARNELLES;;78410 BOUAFLE;78410;78090;Bouafle;78;25;11;0;1;;;;0130955192;;;ce.0781338F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780090300056;133;;48.9628062533,1.89841960459;SANS OBJET;Yvelines;Versailles;Ile-de-France;619340.3;6874213.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.96280625333663;1.8984196045901678;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781346P;Ecole élémentaire des quatre vents;Ecole;Public;17 grande rue;;78250 GAILLON SUR MONTCIENT;78250;78261;Gaillon-sur-Montcient;78;25;11;1;1;;;;0134745162;;;ce.0781346P@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780261000022;65;;49.0262586879,1.89334027214;SANS OBJET;Yvelines;Versailles;Ile-de-France;619067.3;6881274.1;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;49.02625868794806;1.8933402721432881;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780571X;;;25001;078A-LES MUREAUX
0781349T;Ecole élémentaire;Ecole;Public;09 RUE ST CLAIR;;78580 HERBEVILLE;78580;78305;Herbeville;78;25;11;0;1;;;;0130906525;;;ce.0781349T@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780305500029;13;;48.9059834289,1.88669947269;SANS OBJET;Yvelines;Versailles;Ile-de-France;618393.1;6867906.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.905983428933084;1.8866994726907582;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781352W;Ecole élémentaire Jean-Baptiste Charcot;Ecole;Public;Rue du Clos Noyon;;78580 MAULE;78580;78380;Maule;78;25;11;0;1;;;;0130908487;;;ce.0781352W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780380800047;264;;48.9099258512,1.84645064307;SANS OBJET;Yvelines;Versailles;Ile-de-France;615449.4;6868387.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.90992585124725;1.8464506430664336;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781371S;Ecole élémentaire;Ecole;Public;10  RUE LOUIS PASTEUR;;78270 LOMMOYE;78270;78344;Lommoye;78;25;11;1;1;;;;0134761759;;;ce.0781371S@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780344400025;53;;48.9941966494,1.51546940347;SANS OBJET;Yvelines;Versailles;Ile-de-France;591368.5;6878162.5;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;48.9941966493766;1.515469403472562;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078004;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781375W;Ecole élémentaire Pierre et Marie Curie;Ecole;Public;36 rue des Pressoirs;;78440 PORCHEVILLE;78440;78501;Porcheville;78;25;11;0;1;;;;0134796160;;;ce.0781375W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780501900031;274;;48.9708519322,1.77999066754;SANS OBJET;Yvelines;Versailles;Ile-de-France;610683.2;6875235.2;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.97085193222821;1.7799906675366821;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0781381C;Ecole élémentaire Sergenteries;Ecole;Public;05 RUE DE L HOTEL DE VILLE;;78820 JUZIERS;78820;78327;Juziers;78;25;11;0;1;;;;0134756139;;;ce.0781381C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780327900033;247;;48.9912006885,1.84661009493;SANS OBJET;Yvelines;Versailles;Ile-de-France;615593.1;6877424.6;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;48.99120068847372;1.8466100949261697;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0781384F;Ecole élémentaire;Ecole;Public;51 rue du Regard;;78440 JAMBVILLE;78440;78317;Jambville;78;25;11;1;1;;;;0134754680;;;ce.0781384F@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780317000026;82;;49.0474168733,1.84908054277;SANS OBJET;Yvelines;Versailles;Ile-de-France;615865.0;6883673.2;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;49.047416873281875;1.8490805427656927;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780571X;;;25001;078A-LES MUREAUX
0781399X;Ecole élémentaire Jean Zay;Ecole;Public;Avenue de la Source;;78520 LIMAY;78520;78335;Limay;78;25;11;0;1;;;;0134772934;;;ce.0781399X@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780335200111;217;;48.9965514038,1.7417995277;SANS OBJET;Yvelines;Versailles;Ile-de-France;607933.0;6878136.7;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.99655140382698;1.7417995276981264;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0781428D;Ecole élémentaire;Ecole;Public;11 chemin de la Couture;;78270 CHAUFOUR LES BONNIERES;78270;78147;Chaufour-lès-Bonnières;78;25;11;0;1;;;;0134760199;;;ce.0781428D@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780147100020;44;;49.0169754029,1.48607948175;SANS OBJET;Yvelines;Versailles;Ile-de-France;589266.7;6880736.1;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.01697540286159;1.4860794817520098;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078009;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781452E;Ecole élémentaire;Ecole;Public;1 rue DES COUTURES;;78930 GOUSSONVILLE;78930;78281;Goussonville;78;25;11;1;1;;;;0130939365;;;ce.0781452E@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780281800021;51;;48.921004637,1.76877037927;SANS OBJET;Yvelines;Versailles;Ile-de-France;609775.4;6869705.4;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.921004636965826;1.7687703792670375;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781472B;Ecole élémentaire Guy de Maupassant;Ecole;Public;Rue de Saintes;;78711 MANTES LA VILLE;78711;78362;Mantes-la-Ville;78;25;11;0;1;;;;0130929131;;;ce.0781472B@ac-versailles.fr;1;0;1;;;;;;;;;;;;;REP;;21780362600159;247;;48.9837039074,1.69568037755;SANS OBJET;Yvelines;Versailles;Ile-de-France;604535.0;6876762.9;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.98370390743488;1.6956803775538236;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0781477G;Ecole élémentaire Maupomet;Ecole;Public;Rue de Maupomet;;78711 MANTES LA VILLE;78711;78362;Mantes-la-Ville;78;25;11;1;1;;;;0130929043;;;ce.0781477G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780362600175;126;;48.9767946505,1.72837933258;SANS OBJET;Yvelines;Versailles;Ile-de-France;606915.7;6875955.6;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.97679465045465;1.7283793325834567;Numéro de rue;1965-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780569V;;;25002;078B-MANTES-LA-JOLIE
0781486S;Ecole élémentaire;Ecole;Public;64 grande rue;;78930 VERT;78930;78647;Vert;78;25;11;1;1;;;;0134763301;;;ce.0781486S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780647000027;85;;48.9392449677,1.69071997576;SANS OBJET;Yvelines;Versailles;Ile-de-France;604090.0;6871825.5;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.939244967696695;1.690719975758075;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781488U;Ecole maternelle Les Gaudines;Ecole;Public;Rue de l'Eglise;;78930 VILLETTE;78930;78677;Villette;78;25;11;1;0;;;;0134764079;;;ce.0781488U@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780677700025;43;;48.9273212741,1.69288999637;SANS OBJET;Yvelines;Versailles;Ile-de-France;604227.0;6870497.1;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.92732127407919;1.6928899963699773;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078005;101;ECOLE MATERNELLE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781545F;Ecole maternelle Clara Zetkin;Ecole;Public;03  RUE DES DROITS DE L HOMME;;78280 GUYANCOURT;78280;78297;Guyancourt;78;25;11;1;0;;;;0130430829;;;ce.0781545F@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780297400303;143;;48.7821028694,2.05096946495;SANS OBJET;Yvelines;Versailles;Ile-de-France;630268.2;6853975.9;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.7821028694307;2.050969464954806;Numéro de rue;1981-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781695U;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781550L;Ecole élémentaire Paul Eluard;Ecole;Public;01 impasse Paul Eluard;;78360 MONTESSON;78360;78418;Montesson;78;25;11;0;1;;;;0139528038;;;ce.0781550L@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780418600062;165;;48.9065022663,2.11906979701;SANS OBJET;Yvelines;Versailles;Ile-de-France;635426.1;6867749.5;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.906502266287234;2.1190697970083097;Numéro de rue;1981-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0781659E;Ecole maternelle;Ecole;Public;07 RUE ST PIERRE;;78890 GARANCIERES;78890;78265;Garancières;78;25;11;1;0;;;;0134864386;;;ce.0781659E@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780265100034;104;;48.8218628544,1.75230053509;SANS OBJET;Yvelines;Versailles;Ile-de-France;608394.4;6858701.5;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.82186285444155;1.7523005350863097;Numéro de rue;1983-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780713B;;;25004;078D-RAMBOUILLET
0781680C;Ecole maternelle Jules Verne;Ecole;Public;18 rue de Plougastel;;78180 MONTIGNY LE BRETONNEUX;78180;78423;Montigny-le-Bretonneux;78;25;11;1;0;;;;0130573141;;;ce.0781680C@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780423600412;105;;48.7695454477,2.01603966733;SANS OBJET;Yvelines;Versailles;Ile-de-France;627684.4;6852611.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montigny le Bretonneux;48.76954544766031;2.016039667328371;Numéro de rue;1984-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781954A;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781706F;Ecole élémentaire Pré Seigneur;Ecole;Public;465 chemin du Pré Seigneur;;78670 VILLENNES SUR SEINE;78670;78672;Villennes-sur-Seine;78;25;11;0;1;;;;0139753398;;;ce.0781706F@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780672800077;167;;48.9384370735,1.98478055485;SANS OBJET;Yvelines;Versailles;Ile-de-France;625628.6;6871418.6;EPSG:2154;Circonscription d'inspection du 1er degré de Carrières-sous-Poissy;48.93843707354017;1.9847805548466797;Numéro de rue;1985-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781986K;;;25003;078C-POISSY-SARTROUVILLE
0781723Z;Ecole élémentaire Jean Piaget;Ecole;Public;Rue Fabre d'Eglantine;;78460 CHEVREUSE;78460;78160;Chevreuse;78;25;11;0;1;;;;0130521714;;;ce.0781723Z@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780160400059;170;;48.7055589359,2.05590935374;SANS OBJET;Yvelines;Versailles;Ile-de-France;630529.4;6845461.7;EPSG:2154;Circonscription d'inspection du 1er degré de Chevreuse;48.70555893594097;2.055909353741762;Rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780418F;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781725B;Ecole élémentaire;Ecole;Public;02 rue DES MOULINS;;78720 CERNAY LA VILLE;78720;78128;Cernay-la-Ville;78;25;11;0;1;;;;0134852151;;;ce.0781725B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780128100023;94;;48.6749836989,1.97678057566;SANS OBJET;Yvelines;Versailles;Ile-de-France;624663.0;6842135.2;EPSG:2154;Circonscription d'inspection du 1er degré de Chevreuse;48.67498369886983;1.9767805756558583;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780418F;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781787U;Ecole élémentaire Roland Garros;Ecole;Public;04 BIS RUE ESNAULT PELTERIE;;78117 TOUSSUS LE NOBLE;78117;78620;Toussus-le-Noble;78;25;11;1;1;;;;0139561981;;;ce.0781787U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780620700023;122;;48.7456908472,2.11344018925;SANS OBJET;Yvelines;Versailles;Ile-de-France;634812.7;6849874.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.74569084715203;2.1134401892525125;Numéro de rue;1987-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0781798F;Ecole maternelle Paul Verlaine;Ecole;Public;11 rue des Pyrénées;;78180 MONTIGNY LE BRETONNEUX;78180;78423;Montigny-le-Bretonneux;78;25;11;1;0;;;;0130645211;;;ce.0781798F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780423600321;101;;48.771336482,2.04746942119;SANS OBJET;Yvelines;Versailles;Ile-de-France;629996.6;6852782.0;EPSG:2154;Circonscription d'inspection du 1er degré de Montigny le Bretonneux;48.77133648203771;2.0474694211945237;Numéro de rue;1986-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781954A;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781828N;Ecole maternelle Marcel Giraud Teulon;Ecole;Public;07 RUE GIRAUD TEULON;;78100 ST GERMAIN EN LAYE;78100;78551;Saint-Germain-en-Laye;78;25;11;1;0;;;;0139730455;;;ce.0781828N@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;20008692400194;117;;48.893903624,2.09784033343;SANS OBJET;Yvelines;Versailles;Ile-de-France;633854.0;6866366.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Germain;48.89390362397446;2.097840333427246;Numéro de rue;1987-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781204K;;;25005;078E-SAINT-GERMAIN-EN-LAYE
